account_id,district_id,frequency,date
2555,1,monthly_issuance,2013-03-05
494,1,monthly_issuance,2013-03-06
2219,4,monthly_issuance,2013-03-06
2581,1,monthly_issuance,2013-03-06
112,4,monthly_issuance,2013-03-07
3674,2,monthly_issuance,2013-03-07
2039,1,monthly_issuance,2013-03-07
2712,1,monthly_issuance,2013-03-07
395,2,monthly_issuance,2013-03-07
2974,2,monthly_issuance,2013-03-08
123,1,monthly_issuance,2013-03-08
9640,2,monthly_issuance,2013-03-08
3108,4,monthly_issuance,2013-03-09
2508,2,monthly_issuance,2013-03-09
2458,2,weekly_issuance,2013-03-09
588,2,monthly_issuance,2013-03-09
7231,4,monthly_issuance,2013-03-09
6701,1,weekly_issuance,2013-03-10
3883,4,monthly_issuance,2013-03-10
222,1,monthly_issuance,2013-03-10
2497,1,monthly_issuance,2013-03-11
1372,3,monthly_issuance,2013-03-11
3835,1,monthly_issuance,2013-03-11
7445,3,monthly_issuance,2013-03-13
2527,1,monthly_issuance,2013-03-14
425,1,monthly_issuance,2013-03-14
860,1,monthly_issuance,2013-03-14
6034,3,weekly_issuance,2013-03-14
11065,1,monthly_issuance,2013-03-14
9883,4,monthly_issuance,2013-03-14
115,4,monthly_issuance,2013-03-14
1189,4,monthly_issuance,2013-03-14
3675,2,monthly_issuance,2013-03-15
3069,2,monthly_issuance,2013-03-15
2762,1,monthly_issuance,2013-03-15
892,2,monthly_issuance,2013-03-15
1535,2,monthly_issuance,2013-03-15
2618,1,monthly_issuance,2013-03-16
2651,1,monthly_issuance,2013-03-16
5442,3,monthly_issuance,2013-03-17
1787,2,weekly_issuance,2013-03-17
1397,2,monthly_issuance,2013-03-17
3785,4,monthly_issuance,2013-03-19
623,2,monthly_issuance,2013-03-19
8260,1,monthly_issuance,2013-03-19
3678,1,monthly_issuance,2013-03-19
3001,1,monthly_issuance,2013-03-19
655,1,monthly_issuance,2013-03-19
4093,1,monthly_issuance,2013-03-20
3260,4,monthly_issuance,2013-03-20
2528,4,monthly_issuance,2013-03-20
2011,3,monthly_issuance,2013-03-20
1721,1,monthly_issuance,2013-03-20
1332,4,monthly_issuance,2013-03-20
1402,3,monthly_issuance,2013-03-21
3283,4,monthly_issuance,2013-03-21
3781,1,monthly_issuance,2013-03-21
7203,4,monthly_issuance,2013-03-21
1065,2,monthly_issuance,2013-03-22
3076,1,monthly_issuance,2013-03-22
4347,1,monthly_issuance,2013-03-22
1157,2,monthly_issuance,2013-03-22
9403,1,weekly_issuance,2013-03-22
1874,4,monthly_issuance,2013-03-22
1115,2,monthly_issuance,2013-03-22
3586,1,monthly_issuance,2013-03-22
62,4,monthly_issuance,2013-03-23
1771,1,monthly_issuance,2013-03-23
5483,1,monthly_issuance,2013-03-23
8330,2,monthly_issuance,2013-03-23
187,1,monthly_issuance,2013-03-23
423,1,monthly_issuance,2013-03-23
6425,4,monthly_issuance,2013-03-24
2493,1,monthly_issuance,2013-03-24
2896,3,monthly_issuance,2013-03-25
2245,4,monthly_issuance,2013-03-25
3923,4,monthly_issuance,2013-03-25
1898,4,monthly_issuance,2013-03-27
3367,2,monthly_issuance,2013-03-27
3391,4,monthly_issuance,2013-03-27
8519,4,monthly_issuance,2013-03-28
1780,1,monthly_issuance,2013-03-28
3915,1,monthly_issuance,2013-03-28
3980,4,monthly_issuance,2013-03-29
4350,4,monthly_issuance,2013-03-30
686,1,monthly_issuance,2013-03-30
362,3,monthly_issuance,2013-03-30
299,1,monthly_issuance,2013-03-31
2488,2,monthly_issuance,2013-04-01
2985,1,monthly_issuance,2013-04-01
385,1,monthly_issuance,2013-04-02
2817,1,monthly_issuance,2013-04-02
2056,2,monthly_issuance,2013-04-02
2002,1,monthly_issuance,2013-04-03
748,1,monthly_issuance,2013-04-03
220,4,monthly_issuance,2013-04-04
1422,1,monthly_issuance,2013-04-04
1147,2,monthly_issuance,2013-04-05
3788,3,monthly_issuance,2013-04-05
1891,2,monthly_issuance,2013-04-05
1239,4,monthly_issuance,2013-04-05
8321,2,monthly_issuance,2013-04-07
3213,1,monthly_issuance,2013-04-07
2838,1,weekly_issuance,2013-04-08
3644,4,monthly_issuance,2013-04-08
4318,1,weekly_issuance,2013-04-08
2648,1,monthly_issuance,2013-04-08
2313,2,weekly_issuance,2013-04-08
5428,4,monthly_issuance,2013-04-09
7123,2,issuance_after_trans,2013-04-09
279,2,monthly_issuance,2013-04-09
104,1,monthly_issuance,2013-04-10
497,3,monthly_issuance,2013-04-10
1152,2,monthly_issuance,2013-04-10
83,1,monthly_issuance,2013-04-11
2008,2,monthly_issuance,2013-04-11
3327,1,monthly_issuance,2013-04-11
5740,2,monthly_issuance,2013-04-11
8132,3,weekly_issuance,2013-04-12
10738,4,weekly_issuance,2013-04-12
2216,1,monthly_issuance,2013-04-12
1815,2,monthly_issuance,2013-04-12
2823,1,monthly_issuance,2013-04-13
4321,3,monthly_issuance,2013-04-13
1773,1,monthly_issuance,2013-04-14
7454,2,monthly_issuance,2013-04-14
188,1,monthly_issuance,2013-04-15
10973,1,weekly_issuance,2013-04-15
2599,1,monthly_issuance,2013-04-15
1166,1,monthly_issuance,2013-04-16
504,2,monthly_issuance,2013-04-16
1518,1,monthly_issuance,2013-04-16
2189,3,monthly_issuance,2013-04-17
6040,1,monthly_issuance,2013-04-17
2876,1,monthly_issuance,2013-04-17
1505,1,monthly_issuance,2013-04-18
6897,1,monthly_issuance,2013-04-18
4377,1,monthly_issuance,2013-04-19
717,4,monthly_issuance,2013-04-19
9707,1,monthly_issuance,2013-04-19
2814,2,monthly_issuance,2013-04-20
3068,4,monthly_issuance,2013-04-20
1476,4,monthly_issuance,2013-04-21
897,2,monthly_issuance,2013-04-21
977,2,monthly_issuance,2013-04-21
2639,2,monthly_issuance,2013-04-21
1032,4,monthly_issuance,2013-04-21
928,3,monthly_issuance,2013-04-21
168,4,monthly_issuance,2013-04-22
2175,1,monthly_issuance,2013-04-22
10105,1,monthly_issuance,2013-04-23
1392,1,monthly_issuance,2013-04-23
3697,2,monthly_issuance,2013-04-24
5313,1,monthly_issuance,2013-04-24
2222,2,monthly_issuance,2013-04-26
2641,2,monthly_issuance,2013-04-27
5423,1,monthly_issuance,2013-04-27
2609,3,monthly_issuance,2013-04-28
5472,1,monthly_issuance,2013-04-29
2932,2,monthly_issuance,2013-04-29
4254,1,monthly_issuance,2013-04-29
3965,4,monthly_issuance,2013-04-29
10656,2,monthly_issuance,2013-04-30
887,2,monthly_issuance,2013-04-30
4743,4,monthly_issuance,2013-04-30
1048,2,monthly_issuance,2013-04-30
1671,1,monthly_issuance,2013-04-30
1236,3,monthly_issuance,2013-04-30
1822,2,monthly_issuance,2013-04-30
3316,2,monthly_issuance,2013-05-01
2037,4,monthly_issuance,2013-05-01
10079,1,monthly_issuance,2013-05-01
3999,4,monthly_issuance,2013-05-01
551,1,monthly_issuance,2013-05-02
1200,2,monthly_issuance,2013-05-02
1161,4,monthly_issuance,2013-05-03
5372,1,monthly_issuance,2013-05-03
3050,4,monthly_issuance,2013-05-03
1784,4,monthly_issuance,2013-05-03
1603,3,monthly_issuance,2013-05-04
1887,4,monthly_issuance,2013-05-04
1644,1,monthly_issuance,2013-05-04
1658,4,monthly_issuance,2013-05-05
44,1,monthly_issuance,2013-05-05
1039,1,weekly_issuance,2013-05-05
1071,4,weekly_issuance,2013-05-05
2410,3,monthly_issuance,2013-05-06
2523,2,monthly_issuance,2013-05-06
790,2,monthly_issuance,2013-05-06
2583,2,monthly_issuance,2013-05-06
1782,4,monthly_issuance,2013-05-07
751,1,monthly_issuance,2013-05-07
2061,1,monthly_issuance,2013-05-07
8261,4,monthly_issuance,2013-05-07
2321,1,monthly_issuance,2013-05-08
1334,2,monthly_issuance,2013-05-09
3649,1,monthly_issuance,2013-05-09
555,3,monthly_issuance,2013-05-10
3173,1,monthly_issuance,2013-05-10
863,1,monthly_issuance,2013-05-11
3181,4,monthly_issuance,2013-05-11
3210,2,monthly_issuance,2013-05-12
489,1,monthly_issuance,2013-05-12
947,4,monthly_issuance,2013-05-12
3284,2,monthly_issuance,2013-05-12
1610,3,monthly_issuance,2013-05-12
4225,2,monthly_issuance,2013-05-13
1412,1,monthly_issuance,2013-05-13
1937,2,monthly_issuance,2013-05-13
991,1,monthly_issuance,2013-05-13
1180,2,monthly_issuance,2013-05-14
2758,4,monthly_issuance,2013-05-14
2711,2,monthly_issuance,2013-05-14
1652,2,monthly_issuance,2013-05-15
3099,4,monthly_issuance,2013-05-15
11111,4,monthly_issuance,2013-05-15
9591,2,monthly_issuance,2013-05-15
9828,1,monthly_issuance,2013-05-15
5385,2,weekly_issuance,2013-05-16
23,4,monthly_issuance,2013-05-17
2645,3,monthly_issuance,2013-05-17
2991,1,monthly_issuance,2013-05-17
3469,3,monthly_issuance,2013-05-17
1851,1,monthly_issuance,2013-05-18
3844,3,monthly_issuance,2013-05-18
1442,2,monthly_issuance,2013-05-18
3064,3,monthly_issuance,2013-05-18
3558,1,monthly_issuance,2013-05-18
1534,4,monthly_issuance,2013-05-19
334,1,monthly_issuance,2013-05-19
1786,2,monthly_issuance,2013-05-20
1272,1,weekly_issuance,2013-05-20
2436,2,monthly_issuance,2013-05-20
3796,1,monthly_issuance,2013-05-20
119,4,monthly_issuance,2013-05-20
3063,4,monthly_issuance,2013-05-21
18,1,weekly_issuance,2013-05-21
11320,3,monthly_issuance,2013-05-21
3888,4,monthly_issuance,2013-05-22
1584,1,monthly_issuance,2013-05-22
5546,1,monthly_issuance,2013-05-23
2029,1,monthly_issuance,2013-05-24
10911,2,weekly_issuance,2013-05-24
2467,3,monthly_issuance,2013-05-24
2962,1,monthly_issuance,2013-05-25
165,4,monthly_issuance,2013-05-27
1617,1,monthly_issuance,2013-05-27
327,3,monthly_issuance,2013-05-28
2068,2,monthly_issuance,2013-05-28
4448,3,monthly_issuance,2013-05-28
640,3,monthly_issuance,2013-05-28
510,2,weekly_issuance,2013-05-28
2534,2,monthly_issuance,2013-05-29
1018,4,monthly_issuance,2013-05-29
1285,2,monthly_issuance,2013-05-30
3670,2,monthly_issuance,2013-05-30
1743,1,monthly_issuance,2013-05-30
3072,1,monthly_issuance,2013-05-31
2146,2,monthly_issuance,2013-05-31
4576,1,monthly_issuance,2013-05-31
3258,2,monthly_issuance,2013-05-31
2176,2,monthly_issuance,2013-06-01
8934,2,monthly_issuance,2013-06-01
1999,4,monthly_issuance,2013-06-01
2741,1,monthly_issuance,2013-06-02
4427,2,monthly_issuance,2013-06-02
3682,4,monthly_issuance,2013-06-02
2862,3,monthly_issuance,2013-06-02
3032,1,monthly_issuance,2013-06-02
701,1,monthly_issuance,2013-06-03
6281,4,monthly_issuance,2013-06-03
306,2,monthly_issuance,2013-06-03
1207,1,monthly_issuance,2013-06-03
1247,4,monthly_issuance,2013-06-03
5343,4,monthly_issuance,2013-06-03
5129,4,monthly_issuance,2013-06-03
3713,2,weekly_issuance,2013-06-03
2327,1,monthly_issuance,2013-06-03
774,3,monthly_issuance,2013-06-03
1990,1,monthly_issuance,2013-06-04
2388,3,monthly_issuance,2013-06-04
3566,2,monthly_issuance,2013-06-04
10266,4,monthly_issuance,2013-06-05
3771,1,monthly_issuance,2013-06-06
1978,1,weekly_issuance,2013-06-06
2022,1,monthly_issuance,2013-06-06
3542,4,monthly_issuance,2013-06-06
1515,4,monthly_issuance,2013-06-06
4171,4,monthly_issuance,2013-06-07
433,1,monthly_issuance,2013-06-07
1373,2,monthly_issuance,2013-06-07
3246,1,monthly_issuance,2013-06-09
1475,2,weekly_issuance,2013-06-09
3133,2,monthly_issuance,2013-06-09
2779,1,monthly_issuance,2013-06-10
135,2,monthly_issuance,2013-06-10
446,1,monthly_issuance,2013-06-10
9093,2,monthly_issuance,2013-06-11
432,2,monthly_issuance,2013-06-11
2880,4,monthly_issuance,2013-06-11
5767,4,monthly_issuance,2013-06-11
1998,3,monthly_issuance,2013-06-12
2554,4,monthly_issuance,2013-06-13
2933,3,monthly_issuance,2013-06-13
773,1,monthly_issuance,2013-06-14
4894,3,monthly_issuance,2013-06-15
3969,4,monthly_issuance,2013-06-15
1277,1,monthly_issuance,2013-06-15
5120,1,monthly_issuance,2013-06-16
738,4,monthly_issuance,2013-06-16
1299,2,monthly_issuance,2013-06-16
148,1,monthly_issuance,2013-06-16
899,4,monthly_issuance,2013-06-16
3521,1,monthly_issuance,2013-06-17
3786,2,monthly_issuance,2013-06-17
886,2,monthly_issuance,2013-06-18
5228,2,issuance_after_trans,2013-06-18
702,4,monthly_issuance,2013-06-18
300,4,monthly_issuance,2013-06-18
1451,4,monthly_issuance,2013-06-19
2940,1,monthly_issuance,2013-06-19
1837,1,monthly_issuance,2013-06-19
3954,1,monthly_issuance,2013-06-20
885,2,monthly_issuance,2013-06-20
2697,1,monthly_issuance,2013-06-21
8129,1,monthly_issuance,2013-06-21
1930,3,monthly_issuance,2013-06-22
2411,2,monthly_issuance,2013-06-22
3775,4,monthly_issuance,2013-06-22
9034,4,monthly_issuance,2013-06-23
902,1,monthly_issuance,2013-06-24
630,1,monthly_issuance,2013-06-24
3096,1,monthly_issuance,2013-06-24
2552,4,monthly_issuance,2013-06-26
3435,4,monthly_issuance,2013-06-26
5215,2,monthly_issuance,2013-06-26
36,4,monthly_issuance,2013-06-26
2687,1,monthly_issuance,2013-06-26
1861,1,monthly_issuance,2013-06-27
2464,1,issuance_after_trans,2013-06-27
2736,4,monthly_issuance,2013-06-27
1145,4,monthly_issuance,2013-06-28
2298,1,monthly_issuance,2013-06-28
929,1,monthly_issuance,2013-06-28
381,2,monthly_issuance,2013-06-29
3778,1,monthly_issuance,2013-06-29
1118,1,monthly_issuance,2013-06-29
4352,1,monthly_issuance,2013-06-30
1322,2,monthly_issuance,2013-06-30
1852,1,monthly_issuance,2013-06-30
8173,1,monthly_issuance,2013-06-30
2705,4,issuance_after_trans,2013-06-30
9472,1,weekly_issuance,2013-07-01
368,4,monthly_issuance,2013-07-01
1425,3,monthly_issuance,2013-07-01
8027,2,weekly_issuance,2013-07-02
3261,2,monthly_issuance,2013-07-02
35,4,monthly_issuance,2013-07-02
2186,2,monthly_issuance,2013-07-02
1566,4,monthly_issuance,2013-07-02
78,1,monthly_issuance,2013-07-02
3939,4,monthly_issuance,2013-07-03
2584,1,monthly_issuance,2013-07-03
2336,2,monthly_issuance,2013-07-03
2078,4,monthly_issuance,2013-07-03
3882,2,monthly_issuance,2013-07-04
4159,2,monthly_issuance,2013-07-04
907,1,monthly_issuance,2013-07-04
1411,4,monthly_issuance,2013-07-04
1684,1,weekly_issuance,2013-07-05
3748,1,monthly_issuance,2013-07-05
2213,1,monthly_issuance,2013-07-06
1062,2,monthly_issuance,2013-07-06
273,4,issuance_after_trans,2013-07-06
10320,4,monthly_issuance,2013-07-06
1416,3,weekly_issuance,2013-07-07
3277,4,monthly_issuance,2013-07-07
1892,3,monthly_issuance,2013-07-08
3413,1,monthly_issuance,2013-07-08
3654,4,monthly_issuance,2013-07-08
3000,1,monthly_issuance,2013-07-09
3955,3,monthly_issuance,2013-07-09
1544,3,monthly_issuance,2013-07-09
9703,2,monthly_issuance,2013-07-10
234,1,monthly_issuance,2013-07-10
3241,2,monthly_issuance,2013-07-11
3465,1,monthly_issuance,2013-07-11
3152,4,monthly_issuance,2013-07-11
1497,2,monthly_issuance,2013-07-11
3078,2,monthly_issuance,2013-07-11
400,3,monthly_issuance,2013-07-12
1902,4,weekly_issuance,2013-07-12
757,4,monthly_issuance,2013-07-14
1116,1,monthly_issuance,2013-07-15
5700,3,monthly_issuance,2013-07-15
3267,3,monthly_issuance,2013-07-16
3222,2,monthly_issuance,2013-07-16
408,3,monthly_issuance,2013-07-16
2818,4,monthly_issuance,2013-07-16
6273,2,monthly_issuance,2013-07-16
2513,2,monthly_issuance,2013-07-17
3493,2,monthly_issuance,2013-07-17
1201,1,monthly_issuance,2013-07-18
4478,3,monthly_issuance,2013-07-18
2915,1,monthly_issuance,2013-07-18
9833,1,monthly_issuance,2013-07-19
2253,1,monthly_issuance,2013-07-19
1069,1,monthly_issuance,2013-07-19
207,1,monthly_issuance,2013-07-20
3212,2,monthly_issuance,2013-07-20
4035,2,monthly_issuance,2013-07-20
1268,1,monthly_issuance,2013-07-20
3287,4,monthly_issuance,2013-07-21
6226,2,weekly_issuance,2013-07-21
2123,2,monthly_issuance,2013-07-21
3982,4,monthly_issuance,2013-07-22
2701,1,monthly_issuance,2013-07-22
3629,4,monthly_issuance,2013-07-22
2841,1,monthly_issuance,2013-07-22
563,4,monthly_issuance,2013-07-22
2732,1,monthly_issuance,2013-07-22
1297,3,monthly_issuance,2013-07-22
7485,2,monthly_issuance,2013-07-23
2088,1,monthly_issuance,2013-07-23
225,4,monthly_issuance,2013-07-23
1630,3,monthly_issuance,2013-07-23
403,1,monthly_issuance,2013-07-24
445,4,weekly_issuance,2013-07-24
186,1,weekly_issuance,2013-07-24
3720,1,monthly_issuance,2013-07-25
574,2,monthly_issuance,2013-07-25
1429,2,monthly_issuance,2013-07-25
3580,1,monthly_issuance,2013-07-27
7819,1,monthly_issuance,2013-07-27
759,2,monthly_issuance,2013-07-27
6363,3,monthly_issuance,2013-07-27
3738,4,monthly_issuance,2013-07-27
4000,2,monthly_issuance,2013-07-28
9041,2,monthly_issuance,2013-07-29
2620,1,monthly_issuance,2013-07-29
3609,1,monthly_issuance,2013-07-29
1382,2,monthly_issuance,2013-07-29
930,2,monthly_issuance,2013-07-29
1925,2,monthly_issuance,2013-07-29
1834,4,monthly_issuance,2013-07-29
1507,1,monthly_issuance,2013-07-29
7857,1,monthly_issuance,2013-07-30
6636,4,weekly_issuance,2013-07-30
601,4,monthly_issuance,2013-07-30
3298,3,monthly_issuance,2013-07-30
2938,4,monthly_issuance,2013-07-30
2199,1,monthly_issuance,2013-07-30
3745,4,monthly_issuance,2013-07-30
3699,1,monthly_issuance,2013-07-31
816,4,monthly_issuance,2013-07-31
3656,2,monthly_issuance,2013-08-01
2038,1,monthly_issuance,2013-08-01
2542,1,monthly_issuance,2013-08-02
1136,1,monthly_issuance,2013-08-02
1589,3,monthly_issuance,2013-08-02
3136,3,monthly_issuance,2013-08-02
3547,1,monthly_issuance,2013-08-02
26,2,monthly_issuance,2013-08-03
657,1,monthly_issuance,2013-08-03
3538,4,monthly_issuance,2013-08-03
2167,4,monthly_issuance,2013-08-03
3127,1,monthly_issuance,2013-08-03
47,4,monthly_issuance,2013-08-03
3850,1,monthly_issuance,2013-08-04
5366,1,monthly_issuance,2013-08-04
747,2,monthly_issuance,2013-08-04
3166,1,monthly_issuance,2013-08-05
11021,4,monthly_issuance,2013-08-05
1701,4,monthly_issuance,2013-08-05
3613,2,monthly_issuance,2013-08-05
3600,4,monthly_issuance,2013-08-05
3792,1,monthly_issuance,2013-08-06
523,4,monthly_issuance,2013-08-06
3808,4,monthly_issuance,2013-08-06
1401,4,monthly_issuance,2013-08-07
541,2,monthly_issuance,2013-08-07
1023,1,monthly_issuance,2013-08-08
3683,1,monthly_issuance,2013-08-08
3220,2,monthly_issuance,2013-08-09
